#FIBER POSITIONER NUMTARTET OBJTYPE TARGETID DESITARGET0 RA DEC XFOCAL_DESIGN YFOCAL_DESIGN
2831 2912 9 QSO 5309 256 0.786942 0.812399 -300.594813 -34.008999
2832 2913 3 STDSTAR 484 256 0.541821 0.871110 -292.057120 -89.327693
2833 2914 11 STDSTAR 4251 256 1.068300 1.010668 -264.353245 -147.476945
2834 2915 4 LRG 4951 256 1.607246 0.560303 -261.902843 -153.774280
2835 2916 4 GAL 10684 256 0.088432 0.409428 -273.516738 -142.631053
2836 2917 9 GAL 2877 256 1.368909 0.797735 -262.147213 -167.909975
2837 2918 8 STDSTAR 1754 256 1.746547 0.661201 -275.669883 -129.510078
2838 2919 5 OTHER 3789 256 1.395943 0.067744 -254.106385 -172.431285
2839 2920 8 OTHER 2494 256 1.383778 1.114481 -301.170481 -46.720017
2840 2921 5 LRG 2325 256 1.110318 0.737024 -298.822132 -76.722722
2841 2922 6 QSO 1435 256 1.318590 0.696508 -280.360537 -120.830600
2842 2923 5 OTHER 14182 256 1.792502 0.040920 -314.827189 -3.355657
2843 2924 6 ELG 2129 256 1.584935 0.601717 -309.206720 -27.999050
2844 2925 8 GAL 6510 256 0.424950 0.940378 -286.905868 -114.966304
2845 2926 7 OTHER 771 256 1.526891 1.157976 -306.314001 -69.425333
2846 2927 9 LRG 1111 256 0.922165 1.084127 -294.175830 -109.883310
2847 2928 6 OTHER 1364 256 1.379715 1.055968 -311.151270 -40.056926
2848 2929 4 STDSTAR 13578 256 1.569557 0.948653 -298.502851 -96.651356
2849 2930 7 QSO 427 256 0.706804 0.433181 -317.795377 -14.145251
2850 2931 10 ELG 7415 256 1.783383 0.261053 -308.558640 -56.231081
2851 2932 7 QSO 4097 256 0.527833 1.065536 -271.155594 -156.508097
2852 2933 3 STDSTAR 3069 256 0.607889 0.415269 -276.178298 -148.328460
2853 2934 4 STDSTAR 2672 256 0.307687 0.802131 -271.148565 -173.042322
2854 2935 6 ELG 7960 256 0.687086 0.474216 -310.893136 -35.384047
2855 2936 5 GAL 4171 256 0.668976 0.731296 -308.232537 -82.210562
2856 2937 8 STDSTAR 3083 256 0.921017 1.030399 -284.206421 -138.938178
2857 2938 8 OTHER 817 256 0.919666 0.081003 -264.503701 -182.566261
2858 2939 4 GAL 3201 256 0.034987 1.061502 -287.332458 -129.395590
2859 2940 3 QSO 2435 256 1.456860 1.187292 -297.570144 -126.146067
2860 2941 6 LRG 3578 256 0.849310 1.015305 -315.286456 -56.015924
2861 2942 8 LRG 1112 256 1.652470 0.806412 -308.735886 -75.071800
2862 2943 11 LRG 5659 256 1.037535 0.928815 -319.442442 -1.216554
2863 2944 8 STDSTAR 4943 256 0.004015 0.603950 -297.383250 -113.286787
2864 2945 5 ELG 4422 256 0.011706 0.170246 -323.403325 -21.691820
2865 2946 5 OTHER 7632 256 0.631647 0.797205 -303.042514 -107.134652
2866 2947 14 LRG 2662 256 0.670816 0.236001 -316.985822 -72.333285
2867 2948 5 STDSTAR 1851 256 0.811633 0.100800 -316.700263 -39.572335
2868 2949 2 OTHER 16142 256 1.736643 1.093559 -310.421643 -92.730456
2869 2950 5 ELG 1059 256 1.224995 0.514803 -286.232246 -154.922199
2870 2951 1 QSO 16109 256 1.045657 0.226132 -283.586023 -168.046368
2871 2952 10 STDSTAR 458 256 0.932845 0.726778 -322.214642 -57.278308
2872 2953 8 GAL 71 256 0.672064 0.753763 -290.117866 -147.199138
2873 2954 5 STDSTAR 10098 256 1.622886 0.394013 -324.191053 -12.910614
2874 2955 7 QSO 665 256 1.788888 0.725854 -273.531972 -181.212111
2875 2956 9 OTHER 1183 256 1.252636 0.884462 -291.915925 -143.930951
2876 2957 3 STDSTAR 4083 256 1.414762 1.011516 -267.646960 -182.101405
2877 2958 5 STDSTAR 2812 256 1.226183 1.163899 -317.791981 -83.502784
2878 2959 3 ELG 4888 256 0.007292 0.519808 -328.346650 -35.090491
2879 2960 10 OTHER 1230 256 0.680252 1.068336 -303.832468 -135.133646
2880 2961 3 STDSTAR 2815 256 0.422777 0.763662 -304.196225 -121.979960
2881 2962 7 OTHER 1396 256 0.165935 1.011153 -326.282487 -55.396926
2882 2963 10 ELG 2014 256 1.686566 0.202122 -320.855083 -72.212344
2883 2964 5 ELG 524 256 1.145157 0.837582 -309.844558 -119.172502
2884 2965 8 OTHER 1169 256 1.445791 1.067203 -333.408565 -5.160082
2885 2966 2 LRG 3708 256 1.656493 0.723851 -333.300102 -24.741729
2886 2967 5 GAL 3055 256 0.522569 0.210137 -314.412526 -104.009405
2887 2968 5 STDSTAR 574 256 1.437817 0.091716 -325.748269 -62.783390
2888 2969 6 QSO 5185 256 1.725065 0.547669 -328.548004 -44.021640
2889 2970 6 GAL 3003 256 0.949954 0.082218 -318.648156 -95.523263
2890 2971 9 QSO 499 256 1.455794 0.467210 -289.434017 -163.984100
2891 2972 5 QSO 1229 256 0.547638 0.378607 -293.648651 -161.138003
2892 2973 6 QSO 239 256 1.646880 0.522659 -284.129566 -181.695264
2893 2974 12 LRG 2555 256 0.663819 0.514781 -301.832193 -147.105858
2894 2975 9 OTHER 5173 256 0.100259 0.193389 -283.055172 -188.124300
2895 2976 5 GAL 7775 256 0.401940 0.608716 -302.431547 -142.223602
2896 2977 3 STDSTAR 5272 256 1.093892 0.480302 -335.241497 -58.948224
2897 2978 3 LRG 7045 256 0.131666 0.294911 -335.261430 -13.495041
2898 2979 5 ELG 2871 256 0.851416 0.974036 -322.731096 -81.331003
2899 2980 9 LRG 4292 256 1.624502 0.962658 -313.493918 -136.487363
2900 2981 6 LRG 4917 256 0.036333 1.101829 -330.950237 -31.380706
2901 2982 5 QSO 2464 256 0.630076 0.102684 -316.460081 -127.636640
2902 2983 9 OTHER 3011 256 0.791025 1.143426 -339.910738 -47.993978
2903 2984 5 ELG 1656 256 0.163351 0.623568 -336.428481 -79.325976
2904 2985 9 QSO 3755 256 0.203414 0.013552 -318.253976 -116.781173
2905 2986 2 ELG 3861 256 1.018674 1.093871 -336.627344 -7.648488
2906 2987 5 GAL 6231 256 1.183778 1.004345 -342.343949 -20.116123
2907 2988 6 QSO 2250 256 0.403951 1.187230 -326.214125 -105.571908
2908 2989 5 QSO 142 256 1.656265 0.783068 -340.008583 -68.198397
2909 2990 2 QSO 4625 256 1.309132 0.408599 -294.327764 -166.818993
2910 2991 11 QSO 3534 256 0.712699 0.269394 -290.986584 -180.093756
2911 2992 4 OTHER 1788 256 1.136045 0.099883 -342.773248 -37.803096
2912 2993 6 ELG 5772 256 1.319010 0.017378 -303.636176 -154.360427
2913 2994 12 STDSTAR 936 256 1.246621 0.226359 -289.403651 -181.482999
2914 2995 6 GAL 6584 256 0.312154 0.657842 -334.385246 -96.479486
2915 2996 9 OTHER 2918 256 1.158389 0.294698 -313.813939 -153.245150
2916 2997 6 LRG 93 256 1.146479 0.171089 -283.482482 -191.480323
2917 2998 11 ELG 789 256 0.442223 0.437139 -316.085735 -144.968865
2918 2999 4 QSO 2705 256 1.477574 0.108467 -339.142285 -63.603270
2919 3000 10 QSO 666 256 1.041748 0.313943 -319.405218 -132.013219
2920 3001 11 GAL 218 256 1.783950 0.145540 -346.622197 -16.252566
2921 3002 7 LRG 7694 256 0.726686 0.850267 -339.446297 -90.592667
2922 3003 5 GAL 6612 256 1.092481 0.363931 -350.793736 -30.938401
2923 3004 10 OTHER 2521 256 0.566130 0.214091 -330.843261 -119.547462
2924 3005 12 QSO 3128 256 1.435193 0.706700 -334.706437 -112.127490
2925 3006 3 QSO 2086 256 1.307708 0.139440 -338.861466 -76.579419
2926 3007 8 ELG 1770 256 0.744630 1.085052 -351.216508 -52.877480
2927 3008 10 OTHER 2425 256 0.262966 0.993938 -354.678035 -9.881298
2928 3009 4 LRG 8561 256 1.629016 0.095462 -334.432302 -103.526981
2929 3010 6 STDSTAR 1165 256 0.597016 1.018211 -348.236920 -21.041341
2930 3011 8 LRG 4558 256 0.169913 0.169523 -304.834549 -175.611339
2931 3012 6 ELG 418 256 0.277290 1.184646 -314.023319 -165.316312
2932 3013 10 OTHER 489 256 0.152340 1.087972 -301.466257 -191.326561
2933 3014 9 STDSTAR 7090 256 0.060362 0.017448 -347.841721 -69.970385
2934 3015 10 OTHER 920 256 0.642996 0.455122 -315.433171 -164.366696
2935 3016 6 QSO 800 256 0.279781 0.314560 -298.560561 -198.785617
2936 3017 7 OTHER 792 256 1.370154 0.326733 -321.715244 -145.694582
2937 3018 7 LRG 230 256 0.805907 0.038964 -354.291331 -45.145480
2938 3019 6 ELG 542 256 0.497932 0.689697 -292.084912 -201.516173
2939 3020 5 GAL 2276 256 0.199297 0.230455 -341.044469 -97.595104
2940 3021 8 STDSTAR 670 256 0.923997 0.070522 -327.942526 -143.245219
2941 3022 3 ELG 3369 256 0.018757 0.598797 -328.686653 -134.342953
2942 3023 10 STDSTAR 8768 256 1.258517 0.638910 -349.613340 -58.975143
2943 3024 9 STDSTAR 2178 256 1.749414 0.809045 -360.562719 -9.527034
2944 3025 7 ELG 389 256 0.970788 0.726420 -350.216348 -89.196073
2945 3026 12 STDSTAR 6847 256 0.170775 1.160287 -333.475469 -119.074492
2946 3027 7 STDSTAR 4991 256 0.735045 1.010036 -360.644980 -37.072556
2947 3028 6 QSO 823 256 0.960040 0.360425 -338.714760 -115.580810
2948 3029 4 OTHER 2343 256 0.534304 0.291626 -352.004964 -72.468874
2949 3030 7 STDSTAR 1923 256 1.201590 0.670787 -358.307361 -54.632556
2950 3031 6 QSO 2003 256 0.329666 0.943502 -313.584307 -174.426488
2951 3032 6 STDSTAR 2460 256 0.677093 0.238528 -312.024135 -189.189778
2952 3033 4 OTHER 443 256 0.560688 0.011849 -324.585085 -167.492722
2953 3034 7 GAL 128 256 1.257384 0.827895 -345.278185 -104.220918
2954 3035 4 QSO 4923 256 0.474347 0.820111 -304.174569 -191.470937
2955 3036 7 OTHER 3015 256 0.406271 0.173663 -361.572312 -9.808392
2956 3037 3 QSO 6016 256 1.620045 0.052414 -323.258430 -163.274753
2957 3039 5 STDSTAR 1253 256 0.721808 0.057477 -356.728860 -22.073935
2958 3040 6 GAL 2454 256 0.978080 0.131983 -330.925177 -149.885719
2959 3041 4 ELG 1198 256 1.561684 0.568630 -357.838368 -69.554548
2960 3042 9 OTHER 831 256 0.064691 0.006517 -357.626163 -40.221024
2961 3043 4 QSO 234 256 0.302246 0.175451 -357.076235 -97.444795
2962 3044 7 OTHER 9500 256 0.153508 0.761099 -335.727367 -140.779626
2963 3045 10 QSO 7268 256 1.120134 0.780874 -337.190743 -134.196615
2964 3046 3 GAL 8877 256 1.269686 0.887899 -359.379484 -59.163778
2965 3047 7 ELG 4312 256 1.421219 0.276312 -361.413143 -88.575278
2966 3048 5 ELG 2169 256 1.395433 0.508045 -368.767172 -13.911389
2967 3049 5 GAL 840 256 1.138533 0.664659 -346.313091 -118.871887
2968 3050 6 ELG 233 256 0.859038 0.394484 -372.206442 -31.572593
2969 3051 7 STDSTAR 4399 256 1.490158 0.335363 -347.604358 -113.555199
2970 3052 5 QSO 1871 256 1.331427 0.482750 -366.585322 -81.679620
2971 3053 4 ELG 9643 256 1.167157 1.081920 -362.813408 -52.865064
2972 3055 3 QSO 5058 256 0.995979 0.415617 -328.531314 -180.580679
2973 3057 6 LRG 7854 256 1.736682 0.126670 -336.442895 -168.459875
2974 3059 7 LRG 1930 256 1.292227 0.889921 -337.037202 -161.200258
2975 3060 6 GAL 4660 256 1.258821 0.780714 -357.815322 -99.245953
2976 3062 6 GAL 3641 256 0.043867 0.057259 -371.226323 -1.169978
2977 3063 4 GAL 6266 256 1.775872 0.542721 -344.981448 -154.907649
2978 3064 6 QSO 1612 256 1.659657 0.566931 -370.883532 -26.989867
2979 3065 3 QSO 6022 256 0.585144 0.973315 -370.206292 -64.488134
2980 3066 3 ELG 4265 256 1.360374 1.042423 -343.926259 -140.049737
2981 3067 2 ELG 13688 256 0.000009 1.100491 -360.679081 -98.443915
2982 3068 5 LRG 1281 256 0.308758 0.654575 -373.307366 -40.209579
2983 3069 7 GAL 7445 256 0.707179 0.348231 -352.126475 -125.887666
2984 3070 6 LRG 3889 256 1.608591 0.815245 -370.882282 -59.300340
2985 3071 7 ELG 5654 256 0.751910 0.826117 -365.749631 -87.242563
2986 3072 3 GAL 15293 256 1.573791 0.455927 -357.275956 -120.092135
2987 3073 9 QSO 4754 256 0.601617 0.722193 -374.546782 -12.289858
2988 3074 6 GAL 2708 256 1.328339 1.154721 -375.374366 -31.834500
2989 3075 10 STDSTAR 891 256 1.464202 0.274420 -359.328066 -111.746118
2990 3076 4 OTHER 2962 256 1.667935 1.144938 -329.516400 -182.640388
2991 3078 5 ELG 6840 256 0.659861 0.481113 -340.094587 -179.058120
2992 3080 6 GAL 2160 256 1.116217 0.647718 -375.205837 -81.182847
2993 3081 6 STDSTAR 1934 256 1.667299 0.137008 -346.442338 -166.713641
2994 3083 10 STDSTAR 1952 256 0.677023 0.236773 -376.463445 -48.046632
2995 3084 13 STDSTAR 214 256 1.772296 1.083049 -352.158833 -162.631990
2996 3085 3 ELG 2822 256 1.742252 0.934264 -367.080365 -107.373992
2997 3086 2 LRG 6370 256 1.198739 0.919919 -355.723656 -145.148269
2998 3087 5 LRG 3195 256 0.238530 0.975603 -388.521121 -5.922559
2999 3088 7 ELG 844 256 1.609082 1.138607 -385.062847 -28.975882
3000 3089 7 STDSTAR 3948 256 0.632200 0.689055 -360.503720 -144.133411
3001 3090 4 OTHER 3506 256 0.346363 0.152489 -378.551829 -65.063346
3002 3091 3 GAL 13961 256 1.260295 0.340978 -373.332534 -101.085461
3003 3092 6 STDSTAR 3825 256 0.131308 0.793818 -382.593800 -44.664904
3004 3093 7 GAL 959 256 0.558201 0.922322 -361.412186 -131.446205
3005 3094 6 ELG 3921 256 0.372664 0.623444 -371.228768 -124.170669
3006 3095 4 QSO 626 256 1.337878 0.900291 -386.078017 -60.129651
3007 3096 11 QSO 693 256 1.492013 0.715613 -376.843325 -82.353056
3008 3097 6 STDSTAR 35 256 1.007195 0.305491 -393.436767 -15.908672
3009 3099 10 QSO 2078 256 1.173425 0.620551 -338.120799 -183.761403
3010 3101 2 ELG 11450 256 1.356267 0.085337 -350.570780 -174.842407
3011 3103 5 OTHER 529 256 1.736750 0.007517 -386.180389 -32.034091
3012 3104 0 SKY -1 256 -1.000000 100.000000 -373.530160 -113.704107
3013 3105 10 GAL 592 256 0.727482 1.096704 -355.386201 -172.017283
3014 3107 5 OTHER 4670 256 1.156000 0.300550 -381.565309 -82.776891
3015 3108 7 STDSTAR 3975 256 1.169475 0.797124 -354.752380 -159.962849
3016 3109 8 QSO 4665 256 0.542498 0.310013 -392.538569 -50.049323
3017 3110 7 GAL 3984 256 1.064193 0.218742 -379.761330 -100.494067
3018 3111 3 ELG 7201 256 1.501650 0.304872 -366.842592 -145.022702
3019 3112 7 OTHER 1756 256 0.844253 0.961771 -393.748956 -0.888194
3020 3113 6 OTHER 1292 256 0.138610 1.145300 -365.050987 -136.344943
3021 3114 4 STDSTAR 15087 256 0.729140 0.845188 -390.338562 -25.480326
3022 3115 5 OTHER 2288 256 0.530531 0.670779 -392.954983 -66.610254
3023 3116 8 QSO 4342 256 0.449924 0.894339 -383.666743 -94.951457
3024 3117 10 LRG 1461 256 1.121955 0.718651 -371.600417 -134.494753
3025 3118 6 STDSTAR 3615 256 0.084237 0.517948 -391.200707 -43.252406
3026 3119 2 ELG 586 256 0.016661 0.118624 -380.668117 -121.153067
3027 3120 4 ELG 1803 256 0.392026 0.762998 -387.398224 -89.105295
3028 3121 3 OTHER 10878 256 0.009877 0.375422 -393.406962 -64.196425
3029 3122 6 STDSTAR 8465 256 1.313371 0.004261 -342.623142 -196.532994
3030 3124 4 LRG 11979 256 0.965861 0.844201 -348.527190 -184.609680
3031 3126 3 OTHER 6624 256 1.391605 0.916303 -355.224193 -179.362357
3032 3128 4 OTHER 1105 256 0.119991 1.023088 -395.486716 -16.199190
3033 3129 2 STDSTAR 15668 256 1.211368 0.375776 -362.139254 -166.006540
3034 3131 1 OTHER 15394 256 1.453111 1.148509 -379.566537 -114.735121
3035 3132 1 QSO 11618 256 1.440252 0.988299 -396.844244 -29.380140
3036 3133 2 GAL 8555 256 0.005031 0.040543 -367.353130 -153.664535
3037 3134 1 ELG 19114 256 1.660407 1.035457 -390.443472 -76.201259
3038 3135 1 OTHER 10570 256 1.023685 1.099509 -369.345980 -151.133787
3039 3136 2 ELG 11667 256 0.881765 0.162604 -394.185667 -50.025951
3040 3137 1 ELG 17213 256 0.165284 0.444132 -383.940424 -105.719983
3041 3138 0 SKY -1 256 -1.000000 100.000000 -379.336172 -140.793886
3042 3139 0 SKY -1 256 -1.000000 100.000000 -405.065588 -5.217758
3043 3140 0 SKY -1 256 -1.000000 100.000000 -405.041099 -23.296454
3044 3141 0 SKY -1 256 -1.000000 100.000000 -399.975916 -68.448417
3045 3142 0 SKY -1 256 -1.000000 100.000000 -394.930017 -95.520570
3046 3143 0 SKY -1 256 -1.000000 100.000000 -384.585575 -131.725245
3047 3144 0 SKY -1 256 -1.000000 100.000000 -405.147057 -41.318567
3048 3145 7 OTHER 11069 256 0.581119 1.036605 -13.990521 -19.529603
3049 3146 6 OTHER 612 256 1.710220 1.036023 -12.714745 -29.794320
3050 3147 5 OTHER 6837 256 0.391977 0.894982 -28.327951 -26.683593
3051 3148 8 ELG 1374 256 0.801072 0.669028 -25.257166 -37.893316
3052 3149 7 ELG 271 256 0.366816 0.780480 -32.781757 -32.542867
3053 3150 4 QSO 4387 256 0.713652 0.451089 -29.396764 -42.868186
3054 3151 5 STDSTAR 4777 256 0.984794 1.128124 -30.490774 -42.661786
3055 3152 10 QSO 733 256 0.826145 0.766437 -45.541535 -36.561579
3056 3153 9 LRG 1814 256 1.229002 0.927351 -26.914807 -55.953176
3057 3154 8 STDSTAR 754 256 0.591494 0.969534 -39.520966 -54.756279
3058 3155 4 GAL 135 256 1.773002 0.022192 -48.840760 -49.995229
3059 3156 3 LRG 10494 256 0.111099 0.106501 -57.505604 -48.293153
3060 3157 10 LRG 2856 256 0.655287 1.104605 -32.482893 -68.217856
3061 3158 10 ELG 380 256 0.331225 0.064644 -42.915844 -59.394389
3062 3159 4 LRG 2851 256 0.518732 0.815088 -53.655567 -51.795691
3063 3160 6 ELG 1264 256 1.300291 0.631113 -59.869812 -46.585548
3064 3161 7 QSO 755 256 0.011315 0.877501 -32.028829 -72.069941
3065 3162 2 QSO 20505 256 1.354345 1.129472 -45.475325 -69.285609
3066 3163 5 OTHER 1544 256 0.178654 0.740063 -45.215322 -64.811468
3067 3164 5 OTHER 1888 256 0.850803 0.177487 -60.196807 -57.170877
3068 3165 5 ELG 2894 256 1.195693 0.968626 -42.466174 -83.292335
3069 3166 1 QSO 2788 256 0.294566 0.795058 -74.010221 -53.661468
3070 3167 4 GAL 6976 256 0.552771 0.959530 -50.924122 -81.262340
3071 3168 7 LRG 6604 256 0.155160 1.030653 -59.146384 -67.752906
3072 3169 7 OTHER 5450 256 1.658879 0.831298 -66.483627 -68.145038
3073 3170 3 GAL 9703 256 1.628001 0.105514 -37.291485 -88.389649
3074 3171 9 OTHER 5243 256 0.980987 1.188341 -52.356423 -81.900176
3075 3172 5 OTHER 11949 256 1.154092 0.791175 -74.939428 -62.586201
3076 3173 4 GAL 8030 256 1.318015 0.769535 -57.406914 -84.943980
3077 3174 9 LRG 13434 256 0.665342 0.322394 -71.210662 -74.233084
3078 3175 9 QSO 2657 256 0.398568 1.092527 -76.111029 -72.594747
3079 3176 3 OTHER 4934 256 0.042274 0.784619 -45.914662 -96.044100
3080 3177 2 ELG 16867 256 0.932355 0.224398 -32.684280 -99.650603
3081 3178 5 LRG 3491 256 1.739885 0.879169 -55.825133 -96.083226
3082 3179 3 ELG 11748 256 0.922758 0.505301 -61.631349 -91.161302
3083 3180 6 LRG 11 256 0.089046 0.898766 -88.422344 -74.188455
3084 3181 7 ELG 1370 256 1.222334 1.182316 -78.120354 -79.931113
3085 3182 3 STDSTAR 189 256 1.661091 0.030925 -41.714172 -110.214454
3086 3183 9 QSO 627 256 0.187612 0.208214 -85.132148 -84.017182
3087 3184 8 ELG 5904 256 0.612068 0.951017 -51.889494 -105.789213
3088 3185 5 ELG 6471 256 1.112073 0.914657 -67.768319 -99.279171
3089 3186 6 OTHER 507 256 1.634059 0.607684 -71.879635 -96.015317
3090 3187 4 GAL 4866 256 0.823879 1.107980 -94.002296 -76.082450
3091 3188 6 OTHER 972 256 1.765239 0.812587 -87.255091 -86.431658
3092 3189 9 QSO 1025 256 0.837796 0.869782 -53.218743 -113.406651
3093 3190 4 QSO 2709 256 0.056333 0.431850 -49.077912 -115.181246
3094 3191 6 ELG 3818 256 1.181001 0.027879 -62.827142 -107.856936
3095 3192 2 GAL 1582 256 0.705973 0.859539 -92.120690 -87.207998
3096 3193 6 STDSTAR 3642 256 0.575671 1.094891 -70.792754 -103.376963
3097 3194 7 GAL 588 256 1.596786 0.142508 -89.171723 -100.773964
3098 3195 4 GAL 5588 256 0.213748 0.855949 -100.646064 -81.797644
3099 3196 8 GAL 2998 256 1.557277 0.494655 -95.456129 -92.551787
3100 3197 7 STDSTAR 7883 256 0.443440 1.073641 -53.975467 -127.908362
3101 3198 6 GAL 3994 256 0.128112 1.035265 -61.263109 -118.078874
3102 3199 6 ELG 4531 256 0.195753 0.083628 -68.399868 -113.838100
3103 3200 2 STDSTAR 639 256 1.333636 0.250573 -102.046008 -92.912745
3104 3201 6 QSO 6918 256 1.102895 1.103363 -82.292920 -106.367285
3105 3202 7 GAL 3177 256 0.098086 1.089476 -88.996211 -102.644199
3106 3203 9 GAL 5905 256 0.587403 0.662281 -111.365565 -88.867121
3107 3204 3 STDSTAR 10349 256 0.635683 0.739644 -101.104798 -108.276096
3108 3205 10 STDSTAR 308 256 1.576667 0.407400 -59.873459 -131.578138
3109 3206 5 ELG 7585 256 0.492932 1.085772 -56.472700 -137.831933
3110 3207 5 OTHER 1531 256 0.193264 0.916500 -69.822738 -129.899599
3111 3208 7 GAL 2868 256 0.137893 0.750971 -82.578665 -123.224213
3112 3209 2 ELG 10669 256 1.671382 0.483545 -116.457182 -98.321206
3113 3210 6 OTHER 1711 256 1.613972 0.836843 -93.345216 -117.343740
3114 3211 10 ELG 7217 256 0.976861 0.069916 -95.538104 -112.283898
3115 3212 7 ELG 984 256 1.157389 0.410480 -118.090366 -95.780101
3116 3213 7 LRG 3407 256 0.016955 0.917562 -59.377229 -143.524542
3117 3214 9 QSO 5773 256 1.223085 1.180566 -66.146075 -134.345835
3118 3215 2 ELG 19509 256 0.149049 0.217895 -76.228669 -135.188914
3119 3216 3 GAL 5822 256 1.348104 0.004741 -106.594851 -110.753070
3120 3217 11 STDSTAR 4880 256 0.079001 0.960929 -92.105464 -128.218882
3121 3218 6 ELG 2428 256 0.712118 1.146642 -103.654935 -127.486586
3122 3219 4 ELG 2820 256 1.114010 1.043555 -117.827135 -109.725821
3123 3220 10 GAL 3599 256 1.382073 0.575081 -108.653123 -115.145782
3124 3221 6 QSO 4140 256 1.147781 0.463910 -73.321541 -149.997599
3125 3222 7 QSO 2809 256 0.648763 0.225480 -63.811553 -150.564429
3126 3223 6 OTHER 791 256 0.389650 0.593171 -77.227966 -141.365406
3127 3224 5 GAL 2643 256 0.675506 1.154109 -128.381792 -100.626168
3128 3225 3 QSO 1691 256 0.871867 0.907317 -86.981500 -139.788005
3129 3226 4 ELG 9949 256 0.543650 0.391411 -118.369066 -112.948020
3130 3227 2 OTHER 2900 256 0.659735 1.057715 -102.220738 -131.941002
3131 3228 7 STDSTAR 2442 256 0.350741 0.587742 -106.226807 -125.317728
3132 3229 1 GAL 842 256 1.504860 0.921480 -126.697415 -105.786678
3133 3230 13 GAL 2312 256 0.489716 0.621053 -70.053448 -155.076269
3134 3231 7 QSO 664 256 1.432217 1.054044 -117.107175 -129.096013
3135 3232 11 QSO 4912 256 0.746146 0.712413 -74.179465 -149.851342
3136 3233 5 STDSTAR 464 256 0.179424 0.549577 -58.810623 -158.870952
3137 3234 6 STDSTAR 3801 256 0.057973 0.536940 -86.884891 -146.547577
3138 3235 8 ELG 1776 256 0.096305 0.370549 -138.023011 -109.152609
3139 3236 9 GAL 8055 256 1.031638 0.482679 -99.209720 -145.656283
3140 3237 5 STDSTAR 5754 256 0.440894 0.529519 -125.021243 -125.044815
3141 3238 7 OTHER 4881 256 1.603049 0.082990 -106.434776 -141.698428
3142 3239 5 STDSTAR 2935 256 0.289223 0.498082 -119.613456 -140.018805
3143 3240 3 QSO 3457 256 0.875853 1.151519 -136.817569 -113.297722
3144 3241 9 GAL 5001 256 1.015836 0.492520 -77.345227 -168.453398
3145 3242 6 STDSTAR 8454 256 0.530163 0.270713 -67.430368 -164.056865
3146 3243 4 ELG 7759 256 1.598199 0.952410 -92.297238 -159.442299
3147 3244 4 LRG 1274 256 0.913145 0.622352 -123.837969 -126.956320
3148 3245 7 GAL 6274 256 0.342800 1.024220 -92.617665 -155.659993
3149 3246 6 QSO 1572 256 1.411964 0.887332 -106.118435 -150.688763
3150 3247 6 STDSTAR 1782 256 1.303868 0.472260 -146.847111 -117.707152
3151 3248 8 OTHER 5379 256 1.171483 0.083345 -129.838651 -128.822539
3152 3249 8 STDSTAR 748 256 0.792075 0.043526 -116.590423 -146.107668
3153 3250 5 LRG 7887 256 0.601960 0.033145 -128.485094 -138.013126
3154 3251 11 OTHER 452 256 0.616404 0.359869 -78.022075 -172.174616
3155 3252 7 STDSTAR 4908 256 0.321492 0.285940 -88.878799 -171.153026
3156 3253 10 LRG 3532 256 0.084412 0.526421 -148.949690 -119.510707
3157 3254 6 ELG 2857 256 1.473249 0.667144 -68.336120 -177.414910
3158 3255 7 GAL 41 256 0.874030 0.925715 -95.620314 -170.495401
3159 3256 9 OTHER 10530 256 0.271212 0.115045 -100.194998 -164.111240
3160 3257 8 ELG 188 256 0.019417 0.949063 -134.116495 -136.048325
3161 3258 7 OTHER 7392 256 1.269325 0.961296 -117.148374 -157.888190
3162 3259 6 STDSTAR 4160 256 0.129840 1.174066 -152.584856 -123.731450
3163 3260 5 GAL 5883 256 0.095354 0.868551 -143.538680 -133.752660
3164 3261 4 LRG 3355 256 1.628810 1.055225 -125.094485 -155.091625
3165 3262 5 GAL 3360 256 0.376479 0.400350 -85.096323 -181.836947
3166 3263 7 LRG 11497 256 1.561076 0.492179 -75.003880 -187.163511
3167 3264 5 LRG 10808 256 1.795187 0.120572 -138.215518 -147.240516
3168 3265 6 STDSTAR 4295 256 1.664116 0.804563 -92.919912 -179.679441
3169 3266 9 STDSTAR 8 256 0.672725 1.038696 -100.786776 -167.151647
3170 3267 7 GAL 223 256 1.417550 0.916609 -151.347614 -131.845768
3171 3268 6 ELG 6247 256 1.762893 0.044842 -112.745349 -172.874334
3172 3269 5 GAL 6850 256 0.091913 0.641762 -143.264991 -140.071570
3173 3270 4 LRG 213 256 1.794293 0.462551 -118.991172 -164.654265
3174 3271 7 OTHER 1657 256 1.695976 0.335305 -160.606085 -127.343558
3175 3272 5 STDSTAR 3872 256 1.654133 0.940037 -136.341199 -155.231400
3176 3273 3 ELG 3276 256 0.090314 0.845752 -157.693119 -138.323338
3177 3274 7 LRG 7506 256 0.799977 0.785333 -83.364998 -191.082014
3178 3275 7 LRG 1031 256 0.567142 0.105351 -96.537183 -182.464282
3179 3276 8 QSO 1695 256 0.922256 0.414009 -69.681200 -193.577512
3180 3277 6 OTHER 3310 256 0.252657 0.276144 -100.189051 -176.069615
3181 3278 9 QSO 838 256 1.790952 0.315122 -139.849125 -158.317470
3182 3279 9 ELG 647 256 0.679570 0.258089 -109.946675 -179.670894
